Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1,0,7,0,4,1,1,6,14,15774
0,2,4,1,1,0,1,5,9,15361
0,2,4,1,1,0,1,2,15,15770
0,0,7,2,3,1,5,8,14,3702
0,0,11,1,2,1,5,8,18,8696
0,0,11,1,2,1,1,8,9,7730
1,0,1,1,3,1,8,14,17,3904
0,5,7,1,3,0,3,4,5,10592
1,2,0,0,0,0,2,4,8,15895
0,0,3,2,0,0,4,8,9,2832
0,0,3,2,0,0,1,2,15,8066
0,0,3,2,0,0,1,15,16,15812
0,0,3,2,0,0,5,8,14,6922
0,0,3,2,0,0,1,2,5,15769
0,0,3,2,0,0,5,9,14,6871
0,0,3,2,0,0,8,13,15,7869
0,0,3,2,0,0,1,8,16,15285
0,0,3,2,0,0,1,6,15,15445
1,0,9,1,2,0,8,14,17,8034
0,2,4,2,3,0,1,8,17,15319
0,0,8,1,0,1,1,2,15,19433
0,0,8,1,0,1,1,2,15,11965
0,0,8,1,0,1,4,5,9,2826
0,6,17,2,4,1,1,2,14,19072
0,6,17,2,4,1,3,4,5,13251
1,6,16,0,2,1,12,14,17,1414
1,6,16,0,2,1,5,8,17,3432
1,6,16,0,2,1,5,6,11,3540
0,0,4,2,4,1,1,8,17,19352
0,0,4,2,4,1,1,15,16,15783
0,0,4,2,4,1,1,6,15,11396
0,0,4,2,4,1,1,2,15,15549
0,0,4,2,4,1,1,6,8,15466
0,0,4,2,4,1,1,2,16,11853
0,0,4,2,4,1,11,13,16,3101
0,2,12,1,1,1,3,4,5,10783
0,2,12,1,1,1,3,4,5,13353
0,2,12,1,1,1,1,2,16,11463
0,2,4,1,0,0,1,6,16,19060
0,2,4,1,0,0,1,2,5,15772
0,0,0,2,2,0,1,14,17,19251
0,0,0,2,2,0,8,9,14,10021
0,0,0,2,2,0,1,11,15,19662
0,0,0,2,2,0,1,13,16,19416
0,0,0,2,2,0,1,6,16,11937
0,0,0,2,2,0,1,15,16,15859
0,0,0,2,2,0,1,5,14,11723
0,0,0,2,2,0,1,2,15,11793
0,0,0,2,2,0,6,8,15,16306
0,0,0,2,2,0,1,2,15,19171
0,0,0,2,2,0,1,2,15,12004
0,0,0,2,2,0,3,4,5,10766
0,0,0,2,2,0,6,8,10,20529
0,0,0,2,2,0,6,8,13,20474
0,0,0,2,2,0,6,8,16,16477
0,3,20,1,0,1,1,15,16,11370
0,2,19,1,3,0,2,5,14,3581
0,0,2,2,4,0,1,2,8,15824
0,0,2,2,4,0,3,4,12,13557
0,0,2,2,4,0,8,15,16,5851
0,0,2,2,4,0,1,2,15,8147
1,1,1,2,1,1,6,10,13,12014
1,1,1,2,1,1,4,5,12,2074
1,1,1,2,1,1,1,8,17,7988
1,3,3,0,2,0,1,14,16,11694
1,3,3,0,2,0,1,5,6,15654
0,3,12,1,3,1,3,4,5,13253
0,3,12,1,3,1,1,5,12,15628
0,2,4,0,0,0,1,6,14,11429
1,0,1,0,2,0,1,8,17,11715
0,0,14,0,0,1,1,15,16,11846
0,2,4,0,1,0,1,8,17,15900
0,2,4,0,1,0,1,2,9,15212
0,3,14,0,3,1,1,8,17,15581
1,4,10,1,1,0,2,4,9,12746
1,4,10,1,1,0,2,4,5,16187
1,4,10,1,1,0,4,5,8,2129
1,4,10,1,1,0,3,4,12,11000
1,6,0,0,2,0,3,4,8,7962
1,6,0,0,2,0,6,10,13,15943
0,5,1,1,4,1,3,4,12,8248
0,0,17,1,3,1,1,2,13,8162
1,0,2,1,2,0,1,2,15,15584
1,0,2,1,2,0,1,2,3,11730
0,2,4,1,2,0,5,14,17,5315
0,2,4,1,2,0,1,6,15,11896
1,4,10,1,4,0,1,2,5,19283
1,4,10,1,4,0,1,2,5,19442
0,0,14,1,3,0,1,6,14,4121
0,0,14,1,3,0,1,15,16,3847
0,0,14,1,3,0,1,14,16,4528
0,5,13,1,2,0,5,6,16,8714
0,5,13,1,2,0,1,2,5,11605
0,5,13,1,2,0,2,15,16,10009
1,2,4,2,2,0,3,4,5,13400
1,2,4,2,2,0,3,4,12,5780
1,2,4,2,2,0,3,4,12,3126
1,2,4,2,2,0,12,14,17,1387
1,2,4,2,2,0,2,4,8,3460
1,2,4,2,2,0,1,2,5,11449
1,2,4,2,2,0,2,8,14,6434
0,0,17,2,2,1,3,4,5,11031
0,0,17,2,2,1,1,11,15,15895
0,0,17,2,2,1,1,6,16,8058
0,0,17,2,2,1,1,6,14,11754
0,0,17,2,2,1,1,8,17,12037
0,0,17,2,2,1,1,8,16,15901
0,0,17,2,2,1,1,11,15,11533
0,0,17,1,2,0,1,2,5,15482
0,6,0,1,1,1,5,8,14,3746
1,3,3,1,4,0,5,12,14,6964
1,4,10,1,2,0,3,4,12,10769
1,4,10,1,2,0,5,6,16,2007
0,3,17,1,1,0,1,2,6,11612
0,3,17,1,1,0,1,2,5,7824
0,3,17,1,1,0,6,8,16,12486
1,2,3,0,2,0,1,2,15,19027
1,2,3,0,2,0,1,11,16,15871
0,6,7,2,3,1,1,15,16,15827
0,6,7,2,3,1,1,8,13,15233
0,6,7,2,3,1,1,15,16,15418
0,6,7,2,3,1,1,15,16,15801
1,3,11,1,1,0,5,8,14,7035
1,3,11,1,1,0,1,2,14,19703
0,6,15,1,2,1,10,14,16,19131
0,6,15,1,2,1,5,14,16,6863
0,0,2,2,1,0,5,6,9,6923
0,3,15,1,4,0,1,14,16,15351
0,0,16,1,4,1,3,4,5,13575
0,2,12,1,3,0,1,8,17,19697
1,0,2,1,0,0,3,4,5,10930
0,0,17,1,3,1,2,9,15,16171
0,0,17,1,3,1,1,2,9,15726
0,0,17,0,3,1,1,2,16,8337
0,0,17,0,3,1,1,2,15,8300
0,0,17,0,3,1,1,2,6,11893
0,3,17,1,1,0,1,2,15,15909
0,3,17,1,1,0,1,15,16,15756
0,3,17,1,1,0,1,2,9,8012
0,3,17,1,1,0,1,2,5,11408
0,3,17,1,1,0,2,8,14,9569
0,3,17,1,1,0,1,2,15,15687
1,4,10,1,2,0,1,5,14,15837
0,3,7,1,3,0,1,11,15,19498
1,2,4,1,2,0,1,2,15,4530
0,3,9,2,1,1,1,6,8,19586
0,3,9,2,1,1,1,6,16,18971
0,3,9,2,1,1,2,5,8,13009
0,3,9,2,1,1,1,14,16,15635
0,3,9,2,1,1,6,10,13,16446
0,3,9,2,1,1,10,13,16,14650
0,3,9,2,1,1,8,14,17,7810
0,3,9,2,1,1,1,15,16,8130
0,6,14,2,4,1,1,8,9,15253
0,6,14,2,4,1,1,5,6,19064
0,6,14,2,4,1,1,6,8,11647
0,2,9,2,2,0,10,14,16,23233
1,6,3,1,2,1,1,2,5,19681
1,6,3,1,2,1,8,13,15,5886
1,6,3,1,2,1,5,14,16,5332
0,5,6,0,2,1,5,11,12,8629
0,0,11,1,3,0,1,6,16,15525
0,3,17,2,4,1,2,3,15,3688
0,3,17,2,4,1,1,2,9,19706
0,3,17,2,4,1,1,6,8,15907
0,3,17,2,4,1,1,2,15,19062
0,3,17,2,4,1,1,15,17,19240
0,3,17,2,4,1,1,2,17,19559
0,3,17,2,4,1,1,6,15,15744
0,2,4,1,1,0,1,2,9,7734
0,0,17,1,2,0,5,8,14,5463
1,0,0,1,2,1,5,8,14,8779
0,0,0,1,4,1,1,2,15,15783
0,0,0,1,4,1,1,2,14,3877
0,2,4,1,2,1,2,5,15,16241
0,2,4,1,2,1,1,6,14,19146
0,2,2,2,4,0,5,12,14,8850
0,2,2,2,4,0,1,15,16,4304
0,2,2,2,4,0,5,8,14,3613
0,2,2,2,4,0,6,8,16,16709
0,2,2,2,4,0,3,4,5,5596
0,2,2,2,4,0,3,4,12,8224
0,2,2,2,4,0,5,6,11,6901
0,2,2,2,4,0,5,8,17,5228
1,6,6,1,1,1,1,2,11,11446
1,6,6,1,1,1,1,8,17,15334
1,6,6,1,1,1,1,6,8,11809
1,6,6,1,1,1,1,5,6,11814
1,6,6,1,1,1,8,14,17,8066
0,2,20,1,2,1,1,6,8,19391
0,2,20,1,2,1,6,8,14,12146
1,0,20,1,3,0,1,15,16,7773
1,0,20,1,3,0,1,2,5,15239
1,0,20,1,3,0,1,5,18,15795
1,0,20,1,3,0,10,15,16,23595
1,0,20,1,3,0,1,8,17,19117
1,0,20,1,3,0,1,2,15,15311
1,0,20,1,3,0,1,2,11,19621
1,3,1,2,4,0,1,2,13,3843
0,0,7,0,3,0,5,9,14,5267
0,0,7,0,3,0,1,8,17,12025
0,0,7,0,3,0,1,2,9,15212
0,2,3,1,0,0,1,8,17,19662
1,3,20,2,4,1,1,6,14,15659
1,3,20,2,4,1,5,8,14,5247
1,3,20,2,4,1,6,8,14,16004
1,3,20,2,4,1,6,10,13,12053
1,3,20,2,4,1,2,4,8,3489
1,3,20,2,4,1,1,2,15,3836
0,2,4,2,1,0,1,8,17,19474
0,2,4,2,1,0,1,2,8,15308
0,2,4,2,1,0,1,6,16,15387
0,2,4,2,1,0,6,11,13,20585
0,1,17,2,4,1,1,8,17,19031
0,1,17,2,4,1,1,2,9,12101
0,1,17,2,4,1,1,2,6,15383
0,1,17,2,4,1,5,6,8,1787
0,1,17,2,4,1,3,4,9,8287
0,1,17,2,4,1,5,6,16,7114
0,0,1,2,3,1,6,8,10,15969
0,0,1,2,3,1,5,8,14,5267
0,0,1,2,3,1,6,8,14,16137
0,0,1,2,3,1,1,6,8,15571
0,0,1,2,3,1,2,8,14,16235
0,0,1,2,3,1,1,8,16,15161
0,0,1,2,3,1,1,2,15,7835
0,3,7,2,0,1,1,2,9,15255
0,3,7,2,0,1,8,14,17,8009
0,3,7,2,0,1,2,4,9,13272
0,3,7,2,0,1,2,8,18,16061
0,3,7,2,0,1,1,8,17,15590
1,0,20,0,2,1,1,2,14,12063
1,0,20,0,2,1,1,2,13,11653
1,0,20,0,2,1,8,14,16,8124
1,0,20,0,2,1,1,2,8,11977
1,0,20,0,2,1,1,6,16,15678
1,0,20,0,2,1,5,12,14,7035
1,0,20,0,2,1,1,2,5,11493
1,0,20,0,2,1,5,11,12,7175
1,0,20,0,2,1,8,14,17,6129
0,4,10,1,0,0,6,8,16,20679
0,1,20,0,1,1,1,2,15,8144
0,1,20,0,1,1,1,11,16,15257
0,3,12,1,1,1,2,5,15,6807
0,3,12,1,1,1,1,2,5,7944
0,3,16,0,2,0,1,8,16,7762
0,3,16,0,2,0,1,2,15,11475
1,6,0,0,2,1,2,3,10,12828
0,6,16,1,1,1,8,14,17,8108
0,6,16,1,1,1,5,8,14,6875
0,6,16,1,1,1,3,4,5,13717
1,2,4,1,1,0,3,4,12,5711
1,2,4,1,1,0,1,8,17,19091
0,2,4,0,2,0,1,2,15,12017
0,2,4,0,2,0,1,6,15,11374
0,2,4,0,2,0,1,5,18,15312
0,2,4,0,2,0,1,15,16,8067
0,2,4,0,2,0,1,6,13,8081
0,2,4,0,2,0,1,5,9,3931
0,2,4,0,2,0,1,6,13,4145
0,2,4,0,2,0,3,4,12,5697
0,2,16,0,2,0,1,15,16,15879
0,2,4,2,2,1,1,8,17,12006
0,2,4,2,2,1,1,2,15,15470
0,2,4,2,2,1,1,15,17,15454
0,2,4,2,2,1,1,2,13,11513
0,2,4,2,2,1,5,14,17,8843
0,0,7,2,4,0,3,4,12,5423
0,0,7,2,4,0,4,5,12,1460
0,0,7,2,4,0,10,13,16,9732
0,0,7,2,4,0,5,8,12,7019
0,0,7,2,4,0,1,11,15,15402
0,0,11,1,2,1,1,15,16,19696
0,0,11,1,2,1,1,8,17,15745
1,1,17,2,2,1,2,4,5,16018
0,0,3,1,3,0,10,13,16,14070
0,0,0,2,2,1,1,15,16,15351
0,0,0,2,2,1,1,2,16,7861
0,0,0,2,2,1,1,8,17,19472
0,0,0,2,2,1,1,8,13,11693
0,0,16,1,3,0,1,2,13,15828
0,0,16,1,3,0,1,11,15,15864
0,0,16,1,3,0,1,8,17,19396
0,0,16,1,3,0,1,2,5,11457
0,0,16,1,3,0,1,2,14,11823
1,0,2,2,2,0,8,14,17,7918
1,0,2,2,2,0,3,4,5,10604
1,0,2,2,2,0,3,4,12,10681
1,0,2,2,2,0,1,2,14,19442
1,0,2,2,2,0,3,4,12,8323
0,1,1,2,4,1,1,2,14,19108
0,1,1,2,4,1,1,11,15,11595
0,5,17,0,3,1,12,14,17,1381
0,0,0,0,2,0,1,2,15,11687
0,2,17,1,2,0,1,2,16,15825
0,2,17,1,2,0,1,5,12,19050
0,2,17,1,2,0,5,6,9,7090
0,2,17,1,2,0,3,4,5,5396
0,2,4,1,0,0,3,4,5,13301
0,2,4,1,0,0,3,4,5,11048
1,6,1,2,2,1,3,4,5,13275
1,0,0,1,1,1,4,5,8,3427
1,0,0,1,1,1,3,4,5,13601
0,6,0,1,0,0,1,2,14,15327
0,2,5,1,0,0,1,15,16,19452
0,2,5,1,0,0,1,11,16,15614
1,6,1,2,2,0,1,5,8,15560
1,6,1,2,2,0,5,6,16,7036
0,0,17,0,2,0,1,11,15,11823
0,2,4,1,2,1,5,6,13,8861
0,2,1,2,3,0,1,6,16,12001
0,2,1,2,3,0,1,15,16,15294
0,2,1,2,3,0,8,15,16,6015
0,2,1,2,3,0,10,15,16,9565
0,2,1,2,3,0,1,2,15,11428
0,2,1,2,3,0,1,2,9,15223
0,2,1,2,3,0,1,2,15,8108
0,2,1,2,3,0,1,14,16,4004
0,2,1,2,3,0,1,6,15,4135
1,6,15,1,2,1,8,14,17,10018
1,4,10,1,4,0,8,14,17,8104
0,0,12,2,1,1,5,8,14,8859
0,0,12,2,1,1,1,5,6,15545
0,0,12,2,1,1,1,14,16,4163
0,0,12,2,1,1,5,8,17,6916
0,0,12,2,1,1,3,4,5,8182
0,0,12,2,1,1,1,6,15,11896
0,0,12,2,1,1,1,2,15,11594
0,0,12,2,1,1,1,2,5,19482
0,0,12,2,1,1,1,2,11,12096
1,3,9,1,1,0,6,8,16,19899
0,0,12,0,0,1,1,2,15,15165
0,0,12,0,0,1,1,8,17,15695
0,0,12,0,0,1,3,4,5,10585
0,0,12,0,0,1,3,4,5,10680
0,0,12,0,0,1,2,4,5,9823
0,0,12,0,0,1,5,12,14,8767
0,0,12,0,0,1,1,2,9,19296
0,0,12,0,0,1,1,6,8,7839
0,2,4,2,2,0,1,14,17,7706
0,2,4,2,2,0,1,2,14,7924
0,2,4,2,2,0,5,12,14,1941
0,2,4,2,2,0,1,15,16,11840
0,2,4,2,2,0,4,8,9,3466
0,2,4,2,2,0,1,15,16,11988
0,2,4,2,2,0,1,8,14,4161
0,2,4,2,2,0,1,2,8,15682
1,3,2,0,2,0,2,5,14,9687
1,3,2,0,2,0,6,8,16,16604
0,2,4,0,4,0,6,8,16,20556
0,2,4,0,4,0,1,6,15,7784
0,2,4,0,4,0,1,15,16,15180
0,2,4,0,4,0,5,8,17,5471
0,2,4,0,4,0,1,2,15,11897
0,0,7,2,2,1,1,2,6,15718
0,0,7,2,2,1,2,6,15,13242
0,0,7,2,2,1,1,2,9,19647
0,0,7,2,2,1,8,16,17,9964
0,3,12,0,2,0,1,11,15,15735
0,3,12,0,2,0,5,6,8,5256
0,3,17,1,2,1,1,8,17,15372
0,3,17,1,2,1,1,6,14,11843
1,4,10,1,0,0,1,2,9,3829
1,4,10,1,0,0,1,6,16,19332
1,4,10,1,0,0,1,5,15,7582
0,6,17,1,2,1,1,2,15,15486
0,2,20,1,2,0,1,8,17,11417
0,2,20,1,2,0,1,5,12,7827
0,3,14,1,2,1,1,2,16,15634
0,3,14,1,2,1,3,4,5,10620
0,6,13,2,2,0,2,5,15,6949
0,6,13,2,2,0,5,8,14,7048
0,6,13,2,2,0,1,5,17,15893
0,6,13,2,2,0,1,5,15,15714
0,6,13,2,2,0,5,12,14,7169
0,6,13,2,2,0,8,13,15,9748
0,6,13,2,2,0,1,2,8,15555
0,6,13,2,2,0,2,3,10,3406
1,0,4,0,0,0,1,2,16,12108
0,0,1,0,2,0,1,8,17,15204
0,0,17,2,1,0,1,2,5,15851
0,0,17,2,1,0,1,2,9,11978
0,0,17,2,1,0,2,8,18,6472
0,0,7,0,0,0,1,2,9,4293
0,0,7,0,0,0,6,10,13,19991
0,0,7,0,0,0,1,11,15,15230
0,0,7,0,0,0,1,5,18,15826
0,2,10,1,2,0,5,6,8,5325
0,2,10,1,2,0,1,2,8,19273
0,2,10,1,2,0,1,15,16,4095
0,6,1,1,2,0,1,2,16,15797
0,6,1,1,2,0,3,4,5,11015
0,6,1,1,2,0,1,2,15,19190
0,6,1,1,2,0,1,2,15,19228
0,6,1,1,2,0,2,3,10,13077
0,0,3,0,2,0,1,2,15,11516
0,0,3,0,2,0,1,2,9,19474
0,0,3,0,2,0,5,8,14,8787
0,0,20,0,2,1,3,4,5,10901
0,0,20,0,2,1,1,2,5,11970
1,6,20,1,3,1,4,5,12,3466
0,0,0,2,0,0,1,6,14,19648
0,0,0,2,0,0,10,13,16,23826
0,0,0,2,0,0,8,9,14,9719
0,0,0,2,0,0,5,8,14,6873
0,0,0,2,0,0,4,9,15,2811
0,0,5,2,3,0,1,2,14,19133
0,0,6,1,2,1,8,14,17,2105
0,0,6,1,2,1,1,2,5,15916
0,0,6,1,2,1,1,5,17,11661
1,1,7,2,0,0,1,8,17,15524
1,1,7,2,0,0,5,8,14,7156
0,1,17,0,2,1,1,2,5,15505
0,1,17,0,2,1,5,9,14,3753
1,2,4,0,4,0,1,15,17,15525
1,2,4,0,4,0,1,2,15,18994
1,2,4,0,4,0,1,2,15,19649
1,2,4,0,4,0,2,4,5,6587
1,2,4,0,4,0,1,6,8,11764
1,2,4,0,4,0,1,2,3,15288
0,0,16,1,2,0,2,5,8,13056
0,1,7,2,4,1,1,2,16,15624
0,1,7,2,4,1,8,14,17,7992
0,1,7,2,4,1,2,5,15,9920
0,3,16,2,0,0,1,11,15,15172
0,3,16,2,0,0,1,15,16,11638
0,3,16,2,0,0,1,15,16,4031
0,3,16,2,0,0,1,8,17,15319
0,3,16,2,0,0,2,8,16,9791
0,3,16,2,0,0,5,8,17,5289
0,3,16,2,0,0,5,8,18,5365
0,3,16,2,0,0,3,4,5,10791
0,3,16,2,0,0,1,2,14,11556
0,3,16,2,0,0,1,2,11,8109
0,3,16,2,0,0,1,2,9,11766
0,3,16,2,0,0,10,13,16,9314
0,3,16,2,0,0,2,4,5,12815
0,3,16,2,0,0,1,2,18,3956
0,5,17,0,0,1,1,5,18,11763
0,0,12,1,4,0,1,15,16,7723
0,0,12,1,4,0,1,15,17,11407
0,3,17,1,1,0,1,6,8,15837
0,3,0,1,2,1,3,4,9,10643
0,3,0,1,2,1,2,15,16,13132
0,3,0,1,2,1,1,2,9,19653
0,3,0,1,2,1,1,15,16,15866
0,3,0,1,2,1,1,15,16,15692
0,3,0,1,2,1,1,2,15,11489
0,6,16,1,4,0,1,6,8,15818
0,2,18,0,2,0,2,15,16,10084
0,0,1,2,1,0,1,2,15,12044
0,0,1,2,1,0,1,15,16,15383
0,0,1,2,1,0,1,15,16,15464
0,2,19,1,2,0,1,8,17,8210
0,2,19,1,2,0,1,2,6,15172
0,2,19,1,2,0,1,2,15,11446
0,2,19,1,2,0,1,2,15,8159
0,2,19,1,2,0,1,11,15,7660
0,2,19,1,2,0,1,15,16,11766
0,0,20,0,1,0,1,2,15,12102
0,0,20,0,1,0,1,8,18,8270
1,0,1,1,2,0,1,2,9,18952
1,0,1,1,2,0,2,8,14,9892
1,0,1,1,2,0,1,2,15,15300
1,0,1,1,2,0,1,11,15,11927
1,0,1,1,2,0,1,6,15,11427
1,0,1,1,2,0,5,6,9,5379
1,0,1,1,2,0,1,2,9,8133
1,0,7,1,2,0,1,2,5,15581
1,0,7,1,2,0,1,2,15,8155
1,0,7,1,2,0,5,11,12,5279
0,3,0,2,2,1,6,8,15,12430
0,3,0,2,2,1,2,4,8,13143
0,3,0,2,2,1,5,8,17,5166
0,3,0,2,2,1,1,2,16,11904
0,3,0,2,2,1,2,4,5,12994
0,3,0,2,2,1,1,2,16,11376
1,3,7,0,1,1,12,14,17,1765
0,3,11,1,4,0,1,2,5,19017
0,3,11,1,4,0,5,13,16,8709
0,6,12,1,2,1,5,14,16,5220
1,2,12,1,2,0,5,6,9,5252
1,2,12,1,2,0,5,14,16,8778
1,2,12,1,2,0,1,14,16,11845
1,2,12,1,2,0,1,8,17,15465
0,1,14,2,3,1,1,2,9,15887
0,2,4,1,2,0,1,2,5,19416
0,2,4,1,2,0,4,5,9,2863
0,2,4,1,2,0,1,4,9,11571
0,2,4,1,2,0,2,5,15,12821
0,2,4,1,2,0,1,5,15,11771
0,2,0,0,2,0,1,2,16,15216
0,2,0,0,2,0,2,4,14,13039
0,2,0,0,2,0,2,15,16,6396
0,2,0,0,2,0,2,5,14,6369
0,2,0,0,2,0,6,8,15,12305
0,2,0,0,2,0,5,8,14,5441
0,2,0,0,2,0,1,6,16,7738
0,2,0,0,2,0,1,8,17,15513
0,2,4,2,3,1,3,4,12,11052
0,2,4,0,1,0,11,13,16,4547
0,6,18,1,1,1,11,15,16,4680
0,0,14,1,4,0,1,5,17,19052
0,1,7,1,0,1,4,5,8,773
0,0,12,2,4,1,3,4,12,8218
0,0,12,2,4,1,6,8,16,11997
0,0,12,2,4,1,1,2,9,19647
0,0,12,2,4,1,1,2,15,8011
0,0,12,2,4,1,3,4,9,8035
0,0,12,2,4,1,2,3,4,3570
0,0,12,2,4,1,8,13,15,9860
0,0,12,2,4,1,1,8,17,15412
1,3,0,0,2,0,1,6,8,3820
1,3,0,0,2,0,1,2,5,11679
0,1,13,2,2,1,2,3,10,9523
1,0,0,1,2,0,1,8,17,15403
0,3,12,2,3,0,8,14,16,8125
0,5,1,1,2,1,6,8,15,16303
0,5,1,1,2,1,3,4,5,10685
0,5,1,1,2,1,1,4,9,4375
0,2,0,1,1,0,2,3,15,12705
0,2,0,1,1,0,1,2,5,19158
0,2,0,1,1,0,6,8,16,20347
0,1,5,1,1,1,2,4,9,10102
0,2,2,1,4,1,1,11,15,11697
0,0,12,1,1,0,4,8,9,2744
0,0,12,1,1,0,1,2,9,15288
0,0,7,2,1,1,5,8,14,5185
0,0,7,2,1,1,1,14,16,11581
0,0,7,2,1,1,1,2,14,19507
0,2,4,2,1,0,5,6,9,5406
0,2,4,2,1,0,8,14,17,6170
0,2,4,2,1,0,1,15,16,19705
0,2,4,2,1,0,1,2,15,7751
0,2,4,2,1,0,8,14,17,5932
0,2,4,2,1,0,1,8,17,8103
0,2,4,2,1,0,1,2,5,11533
0,2,4,2,1,0,1,14,16,8226
0,2,4,2,1,0,1,2,14,3945
0,2,4,2,1,0,1,6,15,3838
0,2,4,2,1,0,2,4,5,9918
0,2,4,2,1,0,1,2,5,7907
0,2,4,2,1,0,6,11,13,12109
0,2,4,2,1,0,5,8,14,5468
0,2,4,2,1,0,2,5,14,6364
0,2,4,2,1,0,5,12,14,5298
0,2,4,2,1,0,4,5,15,2088
0,2,4,2,1,0,1,15,16,15675
0,2,4,2,1,0,2,3,10,16504
0,0,7,1,2,1,5,8,14,8698
0,0,7,1,2,1,1,6,8,19508
1,2,0,2,4,1,1,2,5,15392
0,2,0,1,4,0,1,15,16,15247
0,2,0,1,4,0,3,4,5,8297
0,2,0,1,4,0,1,13,14,15742
0,1,16,2,0,1,3,4,12,8036
0,0,2,0,4,1,5,8,14,7181
0,0,4,2,2,0,1,2,15,15223
0,0,4,2,2,0,1,15,16,8242
1,2,4,1,2,0,1,14,17,11866
1,2,4,1,2,0,5,14,16,5145
1,2,4,1,2,0,1,14,16,12087
1,2,4,1,2,0,1,8,17,15463
0,2,4,1,4,1,1,2,14,19170
0,2,4,1,4,1,1,2,13,19361
1,5,9,1,2,0,1,15,16,8336
0,5,13,1,2,0,1,8,17,19322
0,5,13,1,2,0,1,2,15,19268
1,1,6,2,4,1,8,14,17,9816
1,1,6,2,4,1,8,15,16,4030
1,1,6,2,4,1,2,14,15,6659
1,1,6,2,4,1,1,2,15,4229
0,3,6,1,1,0,8,14,17,10005
0,2,4,2,4,0,1,8,17,15460
0,2,4,2,4,0,11,13,16,1525
0,2,4,2,4,0,2,4,5,16014
0,2,4,2,4,0,3,4,12,13200
0,5,17,0,4,1,8,14,17,9982
0,5,17,0,4,1,1,2,9,19389
0,6,12,1,2,0,5,14,17,8780
0,6,12,1,2,0,2,5,15,9651
0,6,12,1,2,0,8,13,16,7838
0,6,12,1,2,0,3,4,5,8424
0,1,11,2,2,1,5,6,11,3661
0,1,11,2,2,1,2,8,14,6431
0,1,11,2,2,1,5,8,17,3604
0,1,11,2,2,1,1,5,8,15588
0,1,11,2,2,1,1,15,16,8173
0,3,18,1,1,0,1,6,14,11596
0,3,18,1,1,0,6,10,16,20483
0,3,18,1,1,0,5,11,16,5278
0,3,18,1,1,0,1,8,16,4064
0,3,7,0,2,0,3,4,5,5515
0,3,7,0,2,0,1,2,15,7838
0,3,7,0,2,0,1,2,15,8272
0,3,7,0,2,0,1,4,9,11709
0,3,7,0,2,0,1,8,15,11987
0,3,7,0,2,0,1,6,16,15275
0,3,7,0,2,0,2,3,4,9835
0,3,7,0,2,0,2,4,9,3758
0,5,7,1,3,0,1,6,8,19527
0,0,7,2,2,0,1,5,12,15849
0,0,7,2,2,0,1,5,12,7613
0,0,7,2,2,0,6,8,16,12174
0,0,7,2,2,0,1,2,5,19539
0,3,2,0,0,1,5,13,16,8707
0,3,2,0,0,1,3,4,12,8409
0,3,2,0,0,1,8,14,17,7941
0,3,2,0,0,1,2,4,5,3559
0,3,2,0,0,1,3,4,5,10998
1,5,2,0,4,1,1,2,5,11642
0,3,18,1,0,1,2,5,8,12745
